"Plants for all sectors,United States,multiple fuel types"
"https://www.eia.gov/beta/electricity/data/browser/#/topic/1?agg=2,0,1&fuel=vtvv&sec=g&geo=g&freq=M&datecode=202111&tab=overview&pin=&rse=0&maptype=0&ltype=pin&ctype=linechart&end=201710&start=200101"
"Wed Mar 23 2022 10:36:44 GMT-0400 (Eastern Daylight Saving Time)"
"Source: U.S. Energy Information Administration"
"Plant Name","Plant Code","State","Sector Name","Prime Movers","Fuel Types","Primary Technology"
"Conagra Foods at St. Elmo",63830,"IL","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Conception",56537,"MO","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Concord",7159,"WI","Electric Utility","GT","NG","Natural Gas Fired Combustion Turbine"
"Concord Energy",57896,"NC","IPP Non-CHP","GT","LFG","Landfill Gas"
"Concord Farm",59818,"NC","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Concord Solar Farm",59768,"MA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Condon Windpower LLC",55739,"OR","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Conejos 1 Community Solar Array",60723,"CO","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Conemaugh",3118,"PA","IPP Non-CHP","IC, ST","DFO, RC","Multiple"
"Conemaugh Fuels LLC -Terminal",8846,"PA","IPP Non-CHP","--","--","--"
"Conemaugh Hydro Plant",52173,"PA","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Conetoe II Solar, LLC",59944,"NC","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Conetoe Solar",60188,"NC","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Coniglio Solar",62772,"TX","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Conn Mun Electric Energy Coop",60228,"CT","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Connell East LLC",62598,"NJ","Commercial Non-CHP","PV","SUN","Solar Photovoltaic"
"Connexus Solar Baldwin 1BDN",64708,"MN","Electric Utility","PV","SUN","Solar Photovoltaic"
"Connexus Solar Stanford 1STF",64818,"MN","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Conowingo",1574,"MD","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Conrath DPC Solar",60889,"WI","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Constantine",1760,"MI","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Constellation New Energy Inc",58029,"NJ","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Consumer Operations LLC",10360,"WI","Industrial CHP","ST","NG","Natural Gas Steam Turbine"
"Contrail Wind Farm",63639,"IA","Electric Utility","WT","WND","Onshore Wind Turbine"
"Control Gorge",393,"CA","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Coody Cochran",64571,"GA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Cook - TVA",8838,"IL","Electric Utility","--","--","--"
"Cooke",1700,"MI","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Cookstown",62600,"NC","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Coolidge Generation Station",56948,"AZ","Electric Utility","GT","NG","Natural Gas Fired Combustion Turbine"
"Coolidge Solar 1, LLC",61959,"VT","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Coon Rapids II",7847,"IA","Electric Utility","IC","DFO","Petroleum Liquids"
"Cooper",1384,"KY","Electric Utility","ST","BIT","Conventional Steam Coal"
"Cooper Farms VW Project",57570,"OH","Industrial Non-CHP","WT","WND","Onshore Wind Turbine"
"Cooper Lake",6291,"AK","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Cooper Nuclear Station",8036,"NE","Electric Utility","ST","NUC","Nuclear"
"Cooperative Solar One",60863,"KY","Electric Utility","PV","SUN","Solar Photovoltaic"
"Coopersville",54756,"MI","IPP Non-CHP","IC","LFG","Landfill Gas"
"Copco 1",294,"CA","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Copco 2",295,"CA","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Cope",7210,"SC","Electric Utility","ST","NG","Natural Gas Steam Turbine"
"Copenhagen Plant",10545,"NY","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Copenhagen Wind Farm",58979,"NY","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Copper",9,"TX","Electric Utility","GT","NG","Natural Gas Fired Combustion Turbine"
"Copper Dam Plant",10323,"OR","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Copper Mountain Solar 2",58017,"NV","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Copper Mountain Solar 3",58915,"NV","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Copper Mountain Solar 4, LLC",59814,"NV","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Copper Mountain Solar 5, LLC",63504,"NV","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Copperfield",61882,"NC","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Cora Transfer",8835,"TN","Electric Utility","--","--","--"
"Coral Bells Solar, LLC",63313,"MN","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Coral Farms Solar Energy Center",61022,"FL","Electric Utility","PV","SUN","Solar Photovoltaic"
"Coralville GT",1079,"IA","Electric Utility","GT","NG","Natural Gas Fired Combustion Turbine"
"Coram Energy LLC",54299,"CA","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Coram Energy LLC (ECT)",54298,"CA","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Coram Tehachapi",54750,"CA","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Corbin Russwin Phase 3 Berlin",63358,"CT","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Corcoran",60450,"CA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Corcoran CSG",61971,"MN","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Corcoran Solar",58374,"CA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Corcoran Solar 2",59413,"CA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Corcoran Solar 3",59900,"CA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Cordell Hull",3423,"TN","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Cordova Energy",55188,"IL","IPP Non-CHP","CA, CT","NG","Natural Gas Fired Combined Cycle"
"CoreSite Real Estate 1656 McCarthy, L.P.",61475,"CA","Commercial Non-CHP","IC","DFO","Petroleum Liquids"
"CoreSite Real Estate 2901 Coronado, L.P.",61476,"CA","Commercial Non-CHP","IC","DFO","Petroleum Liquids"
"CoreSite Real Estate 2972 Stender, L.P.",61464,"CA","IPP Non-CHP","IC","DFO","Petroleum Liquids"
"CoreSite Real Estate 3032 Coronado, L.P.",61482,"CA","Commercial Non-CHP","IC","DFO","Petroleum Liquids"
"CoreSite Real Estate 55 S. Market Street",61474,"CA","Commercial Non-CHP","IC","DFO","Petroleum Liquids"
"Cork Oak Solar",60637,"NC","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Cornelius Delivery No 1",56546,"NC","Electric Utility","IC","DFO","Petroleum Liquids"
"Cornell",6086,"WI","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Cornell Geneva Solar Farm",60150,"NY","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Cornell Hydro",10286,"NY","Commercial Non-CHP","HY","WAT","Conventional Hydroelectric"
"Cornell Snyder Road Solar Array",59470,"NY","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Cornell University Central Heat",50368,"NY","Commercial CHP","CA, CT, IC","DFO, NG","Multiple"
"Cornerstone Power Holmdel LLC",58536,"NJ","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Cornerstone Power Vineland I LLC",58512,"NJ","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Cornillie",61977,"MN","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Cornillie 2 Community (CSG)",63899,"MN","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Corning",1134,"IA","Electric Utility","IC","DFO","Petroleum Liquids"
"Corning Pharmaceutical Glass",58359,"NJ","Commercial Non-CHP","PV","SUN","Solar Photovoltaic"
"Corning Riverview (CSG)",64310,"NY","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Cornwall Solar Center, LLC",59663,"NC","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Corona",480,"CA","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Coronado",6177,"AZ","Electric Utility","ST","RC","Conventional Steam Coal"
"Coronal Lost Hills",59638,"CA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Coronus Adelanto West 1",59536,"CA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Coronus Adelanto West 2",59537,"CA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Corpus Christi",50475,"TX","Industrial CHP","GT","NG","Natural Gas Fired Combustion Turbine"
"Corpus Christi Energy Center",55206,"TX","IPP CHP","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Corpus Refinery",50026,"TX","Industrial CHP","GT","NG","Natural Gas Fired Combustion Turbine"
"Correctional Solar LLC",60915,"VA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Corriedale Wind Energy",63436,"WY","Electric Utility","WT","WND","Onshore Wind Turbine"
"Cortland",63949,"IL","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Cortlandville I Solar CSG",64371,"NY","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Corvus Community Solar",61177,"MN","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Cos Cob",542,"CT","IPP Non-CHP","GT","KER","Petroleum Liquids"
"Cosgrove Intake and Power Station",10825,"MA","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Cosmo Specialty Fibers Plant",50185,"WA","Industrial CHP","ST","WDL","Wood/Wood Waste Biomass"
"Coso Energy Developers",10875,"CA","IPP Non-CHP","ST","GEO","Geothermal"
"Coso Finance Partners",10873,"CA","IPP Non-CHP","ST","GEO","Geothermal"
"Coso Power Developers",10874,"CA","IPP Non-CHP","ST","GEO","Geothermal"
"Cosumnes",55970,"CA","Electric Utility","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Cottage Grove CSG, LLC",61483,"MN","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Cottage Grove Project CSG",61983,"MN","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Cottage Street Solar Facility",58568,"MA","Electric Utility","PV","SUN","Solar Photovoltaic"
"Cotten Farm, LLC",60965,"NC","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Cotton Center Solar Hybrid",57561,"AZ","Electric Utility","PV","SUN","Solar Photovoltaic"
"Cotton Plains Wind Farm",60210,"TX","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Cottonwood",394,"CA","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Cottonwood Energy Project",55358,"TX","IPP Non-CHP","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Cottonwood Solar, LLC",63293,"NC","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Cottonwood Solar, LLC (City of Corcoran)",59087,"CA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Cottonwood Solar, LLC (Goose Lake)",59086,"CA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Cottonwood Solar, LLC Cottonwood Carport",59703,"CA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Cottonwood Wind Energy Center",61407,"NE","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Cougar",3076,"OR","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Cougar Solar, LLC",61658,"NC","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Coughlin Power Station",1396,"LA","Electric Utility","CA, CT","NG","Natural Gas Fired Combined Cycle"
"County College of Morris",58881,"NJ","Commercial Non-CHP","PV","SUN","Solar Photovoltaic"
"County Home Solar Center, LLC",60199,"NC","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"County Home Solar LLC",62167,"NC","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"County Road 16",64126,"NY","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"County Route 11 Community Solar Farm",62507,"NY","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"County of Dutchess, NY (Airport)",64445,"NY","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"County of San Diego COC Hybrid",64601,"CA","IPP Non-CHP","BA, PV","MWH, SUN","Multiple"
"County of San Diego SBRC",62242,"CA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Courtenay Wind Farm",58658,"ND","Electric Utility","WT","WND","Onshore Wind Turbine"
"Covanta Alexandria/Arlington Energy",50663,"VA","Commercial Non-CHP","ST","MSW","Municipal Solid Waste"
"Covanta Babylon Inc",50649,"NY","Commercial Non-CHP","ST","MSW","Municipal Solid Waste"
"Covanta Bristol Energy",50648,"CT","IPP Non-CHP","ST","MSW","Municipal Solid Waste"
"Covanta Delano Energy",10840,"CA","IPP Non-CHP","ST","WDS","Wood/Wood Waste Biomass"
"Covanta Delaware Valley",10746,"PA","IPP Non-CHP","ST","MSW","Municipal Solid Waste"
"Covanta Essex Company",10643,"NJ","IPP Non-CHP","ST","MSW","Municipal Solid Waste"
"Covanta Fairfax Energy",50658,"VA","IPP Non-CHP","ST","MSW","Municipal Solid Waste"
"Covanta Haverhill",50661,"MA","IPP Non-CHP","ST","MSW","Municipal Solid Waste"
"Covanta Hempstead",10642,"NY","IPP Non-CHP","ST","MSW","Municipal Solid Waste"
"Covanta Hennepin Energy",10013,"MN","IPP Non-CHP","ST","MSW","Municipal Solid Waste"
"Covanta Indianapolis Energy",50647,"IN","Commercial CHP","ST","MSW","Municipal Solid Waste"
"Covanta Lake County Energy",50629,"FL","IPP Non-CHP","ST","MSW","Municipal Solid Waste"
"Covanta Marion Inc",50630,"OR","IPP Non-CHP","ST","MSW","Municipal Solid Waste"
"Covanta Mendota",10837,"CA","IPP Non-CHP","ST","WDS","Wood/Wood Waste Biomass"
"Covanta Niagara I, LLC",50472,"NY","IPP CHP","ST","MSW","Municipal Solid Waste"
"Covanta Plymouth Renewable Energy",54625,"PA","Commercial Non-CHP","ST","MSW","Municipal Solid Waste"
"Covanta Southeastern Connecticut Company",10646,"CT","IPP Non-CHP","ST","MSW","Municipal Solid Waste"
"Covanta Stanislaus Energy",50632,"CA","IPP Non-CHP","ST","MSW","Municipal Solid Waste"
"Covanta Tulsa Renewable Energy LLC",50660,"OK","Industrial CHP","ST","MSW","Municipal Solid Waste"
"Cove Hydroelectric",10707,"CA","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Cove Mountain Solar",62469,"UT","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Cove Mountain Solar 2",62470,"UT","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Cove Point LNG Terminal",59073,"MD","Commercial Non-CHP","GT, IC, OT, ST","DFO, NG, OTH","Multiple"
"Covel Gardens Gas Recovery",56864,"TX","IPP Non-CHP","IC","LFG","Landfill Gas"
"Coventry Clean Energy Corporation",62859,"VT","Electric Utility","IC","LFG","Landfill Gas"
"Coventry Photovoltaic, LLC",60411,"VT","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Covington Facility",50900,"VA","Industrial CHP","ST","BIT, BLQ, WDS","Multiple"
"Covington Solar Farm",61759,"OK","Electric Utility","PV","SUN","Solar Photovoltaic"
"Cow Branch",56536,"MO","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Cow Creek",229,"CA","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Cowans Ford",2722,"NC","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Cowiche",50423,"WA","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Cowlitz Falls",7427,"WA","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Cox Battery Energy Storage",61679,"MO","Electric Utility","BA","MWH","Batteries"
"Cox Waste to Energy",54850,"KY","Industrial CHP","ST","WDS","Wood/Wood Waste Biomass"
"Coyote",8222,"ND","Electric Utility","ST","LIG","Conventional Steam Coal"
"Coyote Creek",483,"CA","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Coyote Ridge",61047,"SD","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Coyote Ridge Community Solar",61425,"CO","Electric Utility","PV","SUN","Solar Photovoltaic"
"Coyote Springs",7350,"OR","Electric Utility","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Coyote Springs II",7931,"OR","Electric Utility","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Coyote Wind LLC",63655,"TX","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Crafton Hills College Solar Farm",58170,"CA","Commercial Non-CHP","PV","SUN","Solar Photovoltaic"
"Craig (AK)",421,"AK","Electric Utility","IC","DFO","Petroleum Liquids"
"Craig (CO)",6021,"CO","Electric Utility","ST","SUB","Conventional Steam Coal"
"Cranberry Highway Solar LLC",65174,"MA","IPP Non-CHP","BA, PV","MWH, SUN","Multiple"
"Cranberry Solar",63697,"MA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Cranbury",59446,"NJ","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Crane Battery Energy Storage System",64207,"IN","Electric Utility","BA","MWH","Batteries"
"Crane Creek Wind Energy Center",56831,"IA","Electric Utility","WT","WND","Onshore Wind Turbine"
"Crane Solar Facility",60435,"IN","Electric Utility","PV","SUN","Solar Photovoltaic"
"Crater Community Solar",61328,"MN","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Craven County Wood Energy LP",10525,"NC","IPP Non-CHP","ST","WDS","Wood/Wood Waste Biomass"
"Crawfordsville 2 Solar Park",62484,"IN","Electric Utility","PV","SUN","Solar Photovoltaic"
"Crawfordsville 3 Solar Park",62485,"IN","Electric Utility","PV","SUN","Solar Photovoltaic"
"Crawfordsville 5 Solar Park",62793,"IN","Electric Utility","PV","SUN","Solar Photovoltaic"
"Crawfordsville Power Plant",1024,"IN","IPP Non-CHP","IC, ST","BIT, DFO","Multiple"
"Crawfordsville Solar Park 4",62776,"IN","Electric Utility","PV","SUN","Solar Photovoltaic"
"Crayola Solar Project",57216,"PA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Creech Solar 2, LLC",60635,"NC","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Creed Energy Center",55625,"CA","IPP Non-CHP","GT","NG","Natural Gas Fired Combustion Turbine"
"Crescent",2685,"NY","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Crescent Dunes Solar Energy",57275,"NV","IPP Non-CHP","CP","SUN","Solar Thermal with Energy Storage"
"Crescent Ridge",56297,"IL","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Crescent Wind Park",63686,"MI","Electric Utility","WT","WND","Onshore Wind Turbine"
"Cresta",231,"CA","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Creston Ridge II, LLC",61668,"NE","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Creston Ridge Wind Farm",60932,"NE","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Crestwood Dothan",54985,"AL","IPP Non-CHP","IC","DFO","Petroleum Liquids"
"Crestwood Solar Center LLC",59914,"NC","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Creswell Alligood Solar, LLC",59548,"NC","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Crete",2231,"NE","Electric Utility","IC","NG","Natural Gas Internal Combustion Engine"
"Crete Energy Venture LLC",55253,"IL","IPP Non-CHP","GT","NG","Natural Gas Fired Combustion Turbine"
"Cricket Valley Energy",57185,"NY","IPP Non-CHP","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Crisfield",1563,"MD","IPP Non-CHP","IC","DFO","Petroleum Liquids"
"Crisp Plant",753,"GA","Electric Utility","GT, ST","NG","Multiple"
"Crist",641,"FL","Electric Utility","ST","BIT","Conventional Steam Coal"
"Criterion",57300,"MD","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Crittenden Solar Facility",61310,"KY","Electric Utility","PV","SUN","Solar Photovoltaic"
"Crocker Wind Farm",60505,"SD","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Crockett Cogen Project",55084,"CA","IPP CHP","CS","NG","Natural Gas Fired Combined Cycle"
"Crockett Farm",59561,"NC","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Croda Atlas Point CHP",59783,"DE","Industrial CHP","IC","LFG","Landfill Gas"
"Crofton Bluffs Wind LLC",57278,"NE","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Cronin Road Solar 1, LLC CSG Hybrid",63011,"MA","IPP Non-CHP","BA, PV","MWH, SUN","Multiple"
"Crooked Run",62678,"NC","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Cross",130,"SC","Electric Utility","ST","RC","Conventional Steam Coal"
"Cross Winds Energy Park",58830,"MI","Electric Utility","WT","WND","Onshore Wind Turbine"
"Crosscut",143,"AZ","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Crossing Trails Wind Power Project LLC.",62489,"CO","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Crossroads Energy Center",55395,"MS","Electric Utility","GT","NG","Natural Gas Fired Combustion Turbine"
"Crossroads Wind Farm",57332,"OK","Electric Utility","WT","WND","Onshore Wind Turbine"
"Crosswind Energy Project",56859,"IA","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Croswell",7497,"MI","Electric Utility","IC","DFO","Petroleum Liquids"
"Crotched Mountain Rehabilitation Center",54515,"NH","Commercial CHP","IC","DFO","Petroleum Liquids"
"Croton",1701,"MI","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Crown",63635,"SC","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Crown Cooling Facility",58527,"CA","Industrial Non-CHP","PV","SUN","Solar Photovoltaic"
"Crowned Ridge Wind Energy Center",60503,"SD","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Crowned Ridge Wind II Energy Center",63269,"SD","Electric Utility","WT","WND","Onshore Wind Turbine"
"Croydon CT Generating Station",8012,"PA","IPP Non-CHP","GT","DFO","Petroleum Liquids"
"Crux Community Solar",61712,"MN","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Crystal",6159,"CO","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Crystal Falls",1821,"MI","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Crystal Lake 3 LLC",57468,"IA","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Crystal Mountain",3853,"WA","Electric Utility","IC","DFO","Petroleum Liquids"
"Crystal River",628,"FL","Electric Utility","CA, CT, ST","BIT, NG","Multiple"
"Crystal Springs",10806,"ID","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Cubera Solar, LLC",63346,"NC","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Culbertson Generation Station",56606,"MT","Electric Utility","GT","NG","Natural Gas Fired Combustion Turbine"
"Cumberland (NJ)",5083,"NJ","IPP Non-CHP","GT","NG","Natural Gas Fired Combustion Turbine"
"Cumberland (TN)",3399,"TN","Electric Utility","ST","BIT","Conventional Steam Coal"
"Cumberland (WI)",4112,"WI","Electric Utility","IC","DFO, NG","Multiple"
"Cumberland County PA LFG Recovery",56887,"PA","IPP Non-CHP","IC","LFG","Landfill Gas"
"Cumberland County Solid Waste Complex",56884,"NJ","IPP Non-CHP","IC","LFG","Landfill Gas"
"Cumberland Rose",58456,"IA","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Cumberland Solar",62849,"WI","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Cumblerland Land Holdings, LLC",61924,"AL","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Cuming County Renewables, LLC",63393,"NE","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Cummins, Inc",60453,"NY","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Cunningham",2454,"NM","Electric Utility","GT, ST","NG","Multiple"
"Currant Creek",56102,"UT","Electric Utility","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Currin Solar, LLC",60403,"NC","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Curry Solar",64226,"GA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Curtis",2232,"NE","Electric Utility","IC","NG","Natural Gas Internal Combustion Engine"
"Curtis H Stanton Energy Center",55821,"FL","IPP Non-CHP","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Curtis Hill Solar CSG",60851,"MA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Curtis Palmer Hydroelectric",54580,"NY","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Cushaw",3798,"VA","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Cushing",2975,"OK","Electric Utility","IC","DFO","Petroleum Liquids"
"Cushman 1",3914,"WA","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Cushman 2",3915,"WA","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Custer Energy Center",7795,"WI","Electric Utility","GT","NG","Natural Gas Fired Combustion Turbine"
"Cutler Hydro",3646,"UT","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Cutrale Citrus Juices USA I",10020,"FL","Industrial Non-CHP","GT","NG","Natural Gas Fired Combustion Turbine"
"Cutrale Citrus Juices USA II",10188,"FL","Industrial Non-CHP","GT","NG","Natural Gas Fired Combustion Turbine"
"Cuyahoga County Landfill",62041,"OH","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Cuyahoga Falls 1",62658,"OH","Electric Utility","IC","DFO","Petroleum Liquids"
"Cuyama Solar, LLC",60043,"CA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Cuyamaca Peak Energy Plant",55512,"CA","Electric Utility","GT","NG","Natural Gas Fired Combustion Turbine"
"Cycz Solar Project CSG Hybrid",63472,"MA","IPP Non-CHP","BA, PV","MWH, SUN","Multiple"
"Cymric 31X Cogen",52081,"CA","Industrial CHP","GT","NG","Natural Gas Fired Combustion Turbine"
"Cymric 36W Cogen",52104,"CA","Industrial CHP","GT","NG","Natural Gas Fired Combustion Turbine"
"Cymric 6Z Cogen",52082,"CA","Industrial CHP","GT","NG","Natural Gas Fired Combustion Turbine"
"Cyril",61614,"OK","Electric Utility","PV","SUN","Solar Photovoltaic"
"Czub CSG",63057,"NY","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"D B Wilson",6823,"KY","Electric Utility","ST","BIT","Conventional Steam Coal"
"D G Hunter",6558,"LA","Electric Utility","IC","NG","Natural Gas Internal Combustion Engine"
"D'Arrigo Brothers - Phase 4",63486,"CA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"DADS Gas Recovery",56530,"CO","IPP Non-CHP","IC","LFG","Landfill Gas"
"DANC LFGTE Facility",56958,"NY","IPP Non-CHP","IC","LFG","Landfill Gas"
"DATS",63612,"CA","Commercial Non-CHP","BA","MWH","Batteries"
"DC Water CHP",59012,"DC","Commercial CHP","GT","OBG","Other Waste Biomass"
"DC Water Solar",63917,"DC","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"DCO Burlington",63492,"NJ","Industrial CHP","GT","NG","Natural Gas Fired Combustion Turbine"
"DD Fayetteville Solar NC LLC",59117,"NC","Electric Utility","PV","SUN","Solar Photovoltaic"
"DD Hay Road Solar 23 LLC",59715,"DE","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
