data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
8914648,804,UKR53840,53840,"13 March 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Russia (2000-)",,8,,,0,80,Europe,Ukraine,Donetsk,Bakhmutskyi,Svitlodarska,Svitlodarsk,48.438,38.2235,1,"24 Channel",National,"On 13 March 2022, Russian forces shelled Svitlodarsk, Donetsk. Casualties unknown.",0,1647984301,UKR
8914650,804,UKR53842,53842,"13 March 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Russia (2000-)",,8,,,0,80,Europe,Ukraine,Donetsk,Bakhmutskyi,Toretska,Toretsk,48.3934,37.8453,1,"24 Channel",National,"On 13 March 2022, Russian forces shelled Toretsk, Donetsk. Casualties unknown.",0,1647984301,UKR
8914654,804,UKR53845,53845,"13 March 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Russia (2000-)",,8,,,0,80,Europe,Ukraine,Donetsk,Volnovaskyi,Velykonovosilkivska,"Velyka Novosilka",47.8453,36.8353,1,"24 Channel",National,"On 13 March 2022, Russian forces shelled Velyka Novosilka, Donetsk. Casualties unknown.",0,1647984301,UKR
8914655,804,UKR53821,53821,"13 March 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Russia (2000-)",,8,,,0,80,Europe,Ukraine,Donetsk,Pokrovskyi,Ocheretynska,Novobakhmutivka,48.2489,37.7875,1,"24 Channel",National,"On 13 March 2022, Russian forces shelled Novobakhmutivka, Donetsk. Casualties unknown.",0,1647984301,UKR
8914659,804,UKR53846,53846,"13 March 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Russia (2000-)",,8,,,0,80,Europe,Ukraine,Donetsk,Pokrovskyi,Ocheretynska,Verkhnyotoretske,48.2138,37.8797,1,"24 Channel",National,"On 13 March 2022, Russian forces shelled Verkhnyotoretske, Donetsk. Casualties unknown.",0,1647984301,UKR
8914667,804,UKR53803,53803,"13 March 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Russia (2000-)",,8,,,0,80,Europe,Ukraine,Donetsk,Pokrovskyi,Ocheretynska,Kamyanka,48.174,37.7863,1,"24 Channel",National,"On 13 March 2022, Russian forces shelled Kamyanka, Donetsk. Casualties unknown.",0,1647984301,UKR
8914671,804,UKR53826,53826,"13 March 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Russia (2000-)",,8,,,0,80,Europe,Ukraine,Donetsk,Volnovaskyi,Vuhledarska,Pavlivka,47.7579,37.2176,1,"24 Channel",National,"On 13 March 2022, Russian forces shelled Pavlivka, Donetsk. Casualties unknown.",0,1647984301,UKR
8914683,804,UKR53823,53823,"13 March 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Russia (2000-)",,8,,,0,80,Europe,Ukraine,Sumy,Okhtyrskyi,Okhtyrska,Okhtyrka,50.3104,34.8988,1,"24 Channel",National,"On 13 March 2022, Russian forces launched an artillery strike on Okhtyrka, Sumy. Casualties unknown.",0,1647984301,UKR
8914684,804,UKR53822,53822,"13 March 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Russia (2000-)",,8,,,0,80,Europe,Ukraine,Donetsk,Volnovaskyi,Myrnenska,"Novoselivka Druha",47.3821,37.7581,1,"24 Channel",National,"On 13 March 2022, Russian forces shelled Novoselivka Druha, Donetsk. Casualties unknown.",0,1647984301,UKR
8914685,804,UKR53837,53837,"13 March 2022",2022,1,"Violence against civilians",Attack,"Military Forces of Russia (2000-)",,8,"Civilians (Ukraine)",,7,78,Europe,Ukraine,Kyiv,Bilotserkivskyi,Stavyshchenska,Stavyshche,49.3912,30.1902,1,"24 Channel",National,"On 13 March 2022, Russian forces fired at a car in Stavyshche, Kyiv. As a result, 2 people were killed and three were wounded.",2,1647984301,UKR
8914688,804,UKR53824,53824,"13 March 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Russia (2000-)",,8,,,0,80,Europe,Ukraine,Donetsk,Pokrovskyi,Ocheretynska,Oleksandropil,48.2816,37.7747,1,"24 Channel",National,"On 13 March 2022, Russian forces shelled Oleksandropil, Donetsk. Casualties unknown.",0,1647984301,UKR
8914692,804,UKR53820,53820,"13 March 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Russia (2000-)",,8,,,0,80,Europe,Ukraine,Donetsk,Volnovaskyi,Olhynska,Mykolaivka,47.6539,37.6793,1,"24 Channel",National,"On 13 March 2022, Russian forces shelled Mykolaivka, Donetsk. Casualties unknown.",0,1647984301,UKR
8914694,804,UKR53795,53795,"13 March 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Russia (2000-)",,8,,,0,80,Europe,Ukraine,Donetsk,Kramatorskyi,Druzhkivska,Druzhkivka,48.6165,37.5292,1,"24 Channel",National,"On 13 March 2022, Russian forces shelled Druzhkivka, Donetsk. Casualties unknown.",0,1647984301,UKR
8914695,804,UKR53828,53828,"13 March 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Russia (2000-)",,8,,,0,80,Europe,Ukraine,Donetsk,Volnovaskyi,Vuhledarska,Petrivske,47.6603,37.1643,1,"24 Channel",National,"On 13 March 2022, Russian forces shelled Petrivske, Donetsk. Casualties unknown.",0,1647984301,UKR
8914696,804,UKR53852,53852,"13 March 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Russia (2000-)",,8,,,0,80,Europe,Ukraine,Zaporizhia,Polohivskyi,Preobrazhenska,Yehorivka,47.6257,35.9381,1,"24 Channel",National,"On 13 March 2022, Russian forces shelled Yehorivka, Zaporizhia. Casualties unknown.",0,1647984301,UKR
8914697,804,UKR53807,53807,"13 March 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Russia (2000-)",,8,,,0,80,Europe,Ukraine,Donetsk,Kramatorskyi,Kramatorska,Kramatorsk,48.7306,37.5816,1,"24 Channel",National,"On 13 March 2022, Russian forces shelled Kramatorsk, Donetsk. Casualties unknown.",0,1647984301,UKR
8914707,804,UKR53829,53829,"13 March 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Russia (2000-)",,8,,,0,80,Europe,Ukraine,Donetsk,Pokrovskyi,Ocheretynska,Pisky,48.0669,37.6664,1,"24 Channel",National,"On 13 March 2022, Russian forces shelled Pisky, Donetsk. Casualties unknown.",0,1647984301,UKR
8914709,804,UKR53830,53830,"13 March 2022",2022,1,"Explosions/Remote violence","Remote explosive/landmine/IED","Military Forces of Russia (2000-)",,8,,,0,80,Europe,Ukraine,Zaporizhia,Polohivskyi,Polohivska,Polohy,47.4844,36.2536,1,"24 Channel",National,"On 13 March 2022, Russian forces blew up a bridge in Polohy, Zaporizhia, to prevent the humanitarian convoy to get to the town. Casualties unknown.",0,1647984301,UKR
8914940,804,UKR53802,53802,"13 March 2022",2022,1,Protests,"Peaceful protest","Protesters (Ukraine)",,6,,,0,60,Europe,Ukraine,Kherson,Kakhovskyi,Kakhovska,Kakhovka,46.8137,33.487,1,Liveuamap,"Local partner-New media","On 13 March 2022, local residents protested in Kakhovka, Kherson, against the Russian occupation of the city and the Russian military aggression in Ukraine. [size=no report]",0,1647984301,UKR
8914942,804,UKR53832,53832,"13 March 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Russia (2000-)",,8,"Civilians (Ukraine)",,7,78,Europe,Ukraine,Kharkiv,Kharkivskyi,Rohanska,Rohan,49.9031,36.4794,1,Liveuamap,"Local partner-New media","On 13 March 2022, Russian forces shelled residential areas of Rohan, Kharkiv, with artillery and mortars. Casualties unknown.",0,1647984301,UKR
8914947,804,UKR53793,53793,"13 March 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Russia (2000-)",,8,"Civilians (Ukraine)",,7,78,Europe,Ukraine,Kharkiv,Chuguivskyi,Chuhuivska,Chuhuiv,49.8359,36.688,1,Liveuamap,"Local partner-New media","On 13 March 2022, Russian forces shelled residential areas of Chuhuiv, Kharkiv, with artillery and mortars. Casualties unknown.",0,1647984301,UKR
8915020,804,UKR53825,53825,"13 March 2022",2022,1,Battles,"Non-state actor overtakes territory","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)",,1,18,Europe,Ukraine,Donetsk,Volnovaskyi,Vuhledarska,Pavlivka,47.7579,37.2176,1,"Ministry of Defence of Ukraine",Other,"On 13 March 2022, Russian forces gained control of Pavlivka, Donetsk. Casualties unknown.",0,1647984302,UKR
8915021,804,UKR53843,53843,"13 March 2022",2022,1,"Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force",,8,,,0,80,Europe,Ukraine,Cherkasy,Umanskyi,Umanska,Uman,48.7484,30.2218,1,"Ministry of Defence of Ukraine",Other,"On 13 March 2022, Russian air force fired missiles at Uman, Cherkasy. Casualties unknown.",0,1647984302,UKR
8915027,804,UKR53853,53853,"13 March 2022",2022,1,Battles,"Non-state actor overtakes territory","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)",,1,18,Europe,Ukraine,Donetsk,Volnovaskyi,Staromlynivska,Yevhenivka,47.6705,37.0852,1,"Ministry of Defence of Ukraine",Other,"On 13 March 2022, Russian forces gained control of Yevhenivka, Donetsk. Casualties unknown.",0,1647984302,UKR
8915036,804,UKR53836,53836,"13 March 2022",2022,1,Battles,"Non-state actor overtakes territory","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)",,1,18,Europe,Ukraine,Donetsk,Volnovaskyi,Staromlynivska,Staromlynivka,47.6975,36.8247,1,"Ministry of Defence of Ukraine",Other,"On 13 March 2022, Russian forces gained control of Staromlynivka, Donetsk. Casualties unknown.",0,1647984302,UKR
8915075,804,UKR53809,53809,"13 March 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Russia (2000-)",,8,"Civilians (Ukraine)",,7,78,Europe,Ukraine,Luhansk,Sievierodonetskyi,Kreminska,Kreminna,49.0495,38.2179,1,"Novoye Vremya Ukraine",National,"On 13 March 2022, Russian forces shelled Kreminna, Luhansk, hitting a home for the elderly. One person was killed and two other were wounded.",1,1647984302,UKR
8915077,804,UKR53848,53848,"13 March 2022",2022,1,"Violence against civilians",Attack,"Military Forces of Russia (2000-)",,8,"Civilians (Ukraine)","Labour Group (Ukraine)",7,78,Europe,Ukraine,Kyiv,Buchanskyi,Buchanska,Vorzel,50.5444,30.153,1,"Novoye Vremya Ukraine",National,"On 13 March 2022, Russian forces killed a Ukrainian experimental physicist and deputy director of the Institute for Semiconductor Physics in Vorzel, Kyiv.",1,1647984302,UKR
8915078,804,UKR53796,53796,"13 March 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Russia (2000-)",,8,,,0,80,Europe,Ukraine,Kharkiv,Iziumskyi,Donetsk,Hlazunivka,49.4098,36.6245,1,"Novoye Vremya Ukraine",National,"On 13 March 2022, Russian forces shelled Hlazunivka, Kharkiv, hitting a complex gas treatment facility. One person was wounded.",0,1647984302,UKR
8915148,804,UKR53818,53818,"13 March 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Russia (2000-)",,8,,,0,80,Europe,Ukraine,Kharkiv,Iziumskyi,Balakliiska,Milova,49.4514,36.7083,1,Segodnya,National,"On 13 March 2022, Russian forces shelled Milova, Kharkiv. Casualties unknown.",0,1647984302,UKR
8915191,804,UKR53538,53538,"13 March 2022",2022,2,"Strategic developments",Other,"Civilians (Ukraine)",,7,,,0,70,Europe,Ukraine,Luhansk,Luhanskyi,Luhanska,Luhansk,48.567,39.3171,3,"Suspilne Media",National,"Displacement: Around 13 March 2022 (between 10 March - 16 March), around 5000 people were evacuated from Luhansk region.",0,1647984302,UKR
8914542,804,UKR53715,53715,"12 March 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Ukraine (2019-)",,1,,,0,10,Europe,Ukraine,Donetsk,Pokrovskyi,Ocheretynska,"Donetsk - Kuibyshivskyi",48.0233,37.7276,1,"Centre for Information Resilience; Telegram","New media","On 12 March 2022, Ukrainian artillery hit Donetsk - Kuibyshivskyi, damaging a mosque. Casualties unknown.",0,1647984300,UKR
8914543,804,UKR53716,53716,"12 March 2022",2022,1,"Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force",,8,,,0,80,Europe,Ukraine,Kyiv,Brovarskyi,Velykodymerska,Hoholiv,50.5135,31.022,1,"Centre for Information Resilience; Telegram; EuroMaidan Press","New media-National","On 12 March 2022, Russian airstrikes damaged a factory for processing fish in the town of Hoholiv, Kyiv oblast. No casualties were reported.",0,1647984300,UKR
8914544,804,UKR53717,53717,"12 March 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Russia (2000-)",,8,,,0,80,Europe,Ukraine,Kyiv,Brovarskyi,Brovarska,Kvitneve,50.5334,30.8459,1,"Centre for Information Resilience; Twitter","New media","On 12 March 2022, Russian 'strikes' (assumed artillery) hit a food/logistics warehouse in the village of Kvitneve, outside Brovary, Kyiv oblast, setting the building aflame. Casualties unknown.",0,1647984300,UKR
8914545,804,UKR53718,53718,"12 March 2022",2022,1,"Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force",,8,,,0,80,Europe,Ukraine,Kyiv,Buchanskyi,Makarivska,Makariv,50.4641,29.8113,1,"Centre for Information Resilience; CNN; Twitter","New media-International","On 12 March 2022, Russian airstrikes damaged a medical center, a kindergarten, a cultural center that also houses government and police offices, and several residential buildings in Makariv, Kyiv oblast. Casualties unknown.",0,1647984300,UKR
8914563,804,UKR53737,53737,"12 March 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Russia (2000-)",,8,,,0,80,Europe,Ukraine,Donetsk,Pokrovskyi,Avdiivska,Avdiivka,48.1394,37.7497,1,"Liveuamap; 24 Channel","Local partner-New media","On 12 March 2022, Russian forces fired Tochka-U and 'Grad' missiles at Avdiivka, Donetsk, hitting residential buildings. Casualties unknown.",0,1647984300,UKR
8914564,804,UKR53738,53738,"12 March 2022",2022,1,Protests,"Peaceful protest","Protesters (Ukraine)",,6,,,0,60,Europe,Ukraine,Zaporizhia,Berdianskyi,Berdianska,Berdiansk,46.7586,36.7845,1,"Liveuamap; 061.ua","Local partner-New media","On 12 March 2022, hundreds of local residents protested in Berdiansk, Zaporizhia, against the Russian occupation of the city and the Russian military aggression in Ukraine. [size=hundreds]",0,1647984300,UKR
8914565,804,UKR53739,53739,"12 March 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Russia (2000-)",,8,"Civilians (Ukraine)",,7,78,Europe,Ukraine,Kyiv,Buchanskyi,Buchanska,Bucha,50.5435,30.212,1,"Suspilne Media; Segodnya",National,"On 12 March 2022, Russian forces continued to shell Bucha, Kyiv. Casualties unknown",0,1647984300,UKR
8914566,804,UKR53740,53740,"12 March 2022",2022,1,"Strategic developments",Other,"Military Forces of Russia (2000-)",,8,"Civilians (Ukraine)",,7,78,Europe,Ukraine,Kyiv,Buchanskyi,Buchanska,Bucha,50.5435,30.212,1,"Segodnya; Suspilne Media; TSN.ua",National,"Mass grave: On 12 March 2022, 67 civilians were buried in a mass grave on the grounds of the city church in Bucha, Kyiv. They are presumed victims of the fighting in the Bucha and Irpin locations of the previous days. Fatalities coded as 0. Fatalities are coded to separate events when verified.",0,1647984300,UKR
8914567,804,UKR53741,53741,"12 March 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Ukraine (2019-)",,1,"Military Forces of Russia (2000-)",,8,18,Europe,Ukraine,Cherkasy,Cherkaskyi,Chepkaska,Cherkasy,49.4285,32.0621,1,"24 Channel; Suspilne Media",National,"On 12 March 2022, Ukrainian forces shot down a Russian missile over Cherkasy region. A downed missile hit a house in the Cherkassy region. There were no casualties.",0,1647984300,UKR
8914568,804,UKR53743,53743,"12 March 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Ukraine (2019-)",,1,"Military Forces of Russia (2000-)",,8,18,Europe,Ukraine,Chernihiv,Chernihivskyi,Chepnigivska,Chernihiv,51.5055,31.2849,2,"24 Channel; Novoye Vremya Ukraine",National,"On 12 March 2022, the Ukrainian military forces destroyed a Russian Msta-C howitzer near Chernihiv. Casualties unknown.",0,1647984300,UKR
8914569,804,UKR53745,53745,"12 March 2022",2022,1,"Strategic developments","Disrupted weapons use","Military Forces of Ukraine (2019-)",,1,"Military Forces of Russia (2000-)",,8,18,Europe,Ukraine,Dnipropetrovsk,Dniprovskyi,Dniprovska,Dnipro,48.4593,35.0386,2,"Suspilne Media; 24 Channel; Flot 2017",National,"Interception: On 12 March 2022, Ukrainian forces shot down two Russian cruise missiles over Dnipro.",0,1647984300,UKR
8914570,804,UKR53748,53748,"12 March 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Ukraine (2019-)",,1,"NAF: United Armed Forces of Novorossiya","Luhansk People's Militia",2,12,Europe,Ukraine,Luhansk,Alchevskyi,Kadiivska,Irmino,48.5988,38.5917,2,"LPR People's Militia Press Service; Novoye Vremya Ukraine",Other-National,"On 12 March 2022, Ukrainian military fired 152mm mortars at LPR positions near Irmino, Luhansk. Casualties unknown.",0,1647984300,UKR
8914571,804,UKR53749,53749,"12 March 2022",2022,1,Battles,"Armed clash","Military Forces of Russia (2000-)","Military Forces of Russia (2000-) Air Force",8,"Military Forces of Ukraine (2019-)",,1,18,Europe,Ukraine,Kharkiv,Iziumskyi,Iziumska,Izium,49.2088,37.2485,2,"Suspilne Media; Ministry of Defence of Ukraine; 24 Channel",Other-National,"On 12 March 2022, Russian forces carried out offensive operations against the Ukrainian military forces near Izium, Kharkiv. Ukrainian military forces also shot down a Russian fighter jet. Casualties unknown.",0,1647984300,UKR
8914572,804,UKR53750,53750,"12 March 2022",2022,1,"Violence against civilians","Abduction/forced disappearance","Military Forces of Russia (2000-)",,8,"Civilians (Ukraine)","Journalists (Ukraine)",7,78,Europe,Ukraine,Kherson,Kakhovskyi,Kakhovska,Kakhovka,46.8137,33.487,1,"Segodnya; Suspilne Media; Liveuamap","Local partner-New media","On 12 March 2022, a journalist of 'Novyy Den' in Kakhovka, Kherson, disappeared, likely due to an abduction by Russian forces. He is known for his pro-Ukrainian stance.",0,1647984300,UKR
8914573,804,UKR53751,53751,"12 March 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Ukraine (2019-)",,1,"NAF: United Armed Forces of Novorossiya","Luhansk People's Militia",2,12,Europe,Ukraine,Luhansk,Alchevskyi,Kadiivska,Kalinovo,48.5695,38.5245,2,"LPR People's Militia Press Service; Novoye Vremya Ukraine",Other-National,"On 12 March 2022, Ukrainian military fired 122mm mortars at LPR positions near Kalinovo, Luhansk. Casualties unknown.",0,1647984300,UKR
8914574,804,UKR53754,53754,"12 March 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)",,1,18,Europe,Ukraine,Kirovograd,Kropyvnytskyi,Adzhamska,"Kanatove Airdrome",48.5622,32.3807,1,"Liveuamap; Suspilne Media; Novoye Vremya Ukraine; 24 Channel; Unian; Segodnya","Local partner-New media","On 12 March 2022, the military forces of Russia launched a rocket attack on the Kanatove Airdrome, Kirovograd. Seven Ukrainian servicemen were killed.",7,1647984300,UKR
8914575,804,UKR53756,53756,"12 March 2022",2022,1,Battles,"Armed clash","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)",,1,18,Europe,Ukraine,Kharkiv,Kharkivskyi,Kharkivska,Kharkiv,49.9808,36.2527,2,"Ministry of Defence of Ukraine; 24 Channel",Other-National,"On 12 March 2022, there was an armed clash between Russian forces and the Ukrainian military forces near Kharkiv. After suffering losses Russian forces withdrew the remaining troops to the territory of Russia to renew combat readiness. Unspecified casualties coded as 10.",10,1647984300,UKR
8914576,804,UKR53758,53758,"12 March 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Ukraine (2019-)",,1,"Military Forces of Russia (2000-) Air Force",,8,18,Europe,Ukraine,Kherson,Khersonskyi,Hersonska,Kherson,46.6558,32.6178,3,"Suspilne Media; Novoye Vremya Ukraine; Flot 2017",National,"On 12 March 2022, Ukrainian forces shot down two helicopters down in Kherson oblast. One pilot died and another one was wounded.",1,1647984300,UKR
8914577,804,UKR53759,53759,"12 March 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Russia (2000-)",,8,,,0,80,Europe,Ukraine,Zaporizhia,Zaporizkyi,Komyshuvaska,Komyshuvakha,47.7149,35.5241,1,"Reporter-ua; Liveuamap","Local partner-New media","On 12 March 2022, Russian forces launched multiple rockets at Komyshuvakha, Zaporizhia, hitting residential buildings. Casualties unknown.",0,1647984300,UKR
8914578,804,UKR53762,53762,"12 March 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Ukraine (2019-)",,1,"Military Forces of Russia (2000-) Air Force",,8,18,Europe,Ukraine,"Kyiv City",Kyiv,,"Kyiv - Podilskyi",50.4931,30.4406,1,"Unian; 24 Channel",National,"On 12 March 2022, Ukrainian air forces shot down a Russian drone, shrapnel from which damaged the building in Kyiv - Podilskyi. There were no casualties.",0,1647984300,UKR
8914579,804,UKR53763,53763,"12 March 2022",2022,2,"Violence against civilians",Attack,"Military Forces of Russia (2000-)",,8,"Civilians (Ukraine)","Government of Ukraine (2019-)",7,78,Europe,Ukraine,Luhansk,Luhanskyi,Luhanska,Luhansk,48.567,39.3171,3,"061.ua; Novoye Vremya Ukraine; Segodnya",National,"Around 12 March 2022, as reported, Russian forces held and tortured the mayor of Melitopol, Zaporizhia, somewhere in occupied Luhansk region. The mayor was kidnapped in Melitopol on 11 March 2022.",0,1647984300,UKR
8914580,804,UKR53764,53764,"12 March 2022",2022,1,"Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force","Military Forces of Russia (2000-)",8,,,0,80,Europe,Ukraine,Donetsk,Mariupolskyi,Mariupolska,Mariupol,47.1298,37.571,1,"24 Channel; Novoye Vremya Ukraine; Ministry of Defence of Ukraine",Other-National,"On 12 March 2022, Russian forces throughout the whole day conducted airstrikes and shelled Mariupol with heavy weapons. Russian troops shelled at Suleiman mosque. Casualties unknown.",0,1647984300,UKR
8914581,804,UKR53765,53765,"12 March 2022",2022,1,Battles,"Armed clash","Police Forces of Ukraine (2019-) State Border Guard Service",,1,"Military Forces of Russia (2000-)",,8,18,Europe,Ukraine,Donetsk,Mariupolskyi,Mariupolska,Mariupol,47.1298,37.571,2,"Novoye Vremya Ukraine; Suspilne Media; 24 Channel",National,"On 12 March 2022, there was an armed clash between Ukrainian Border Guard and Russian forces near Mariupol, Donetsk. As a result, 15 Russian soldiers were killed.",15,1647984300,UKR
8914582,804,UKR53766,53766,"12 March 2022",2022,1,"Violence against civilians","Abduction/forced disappearance","Military Forces of Russia (2000-)",,8,"Civilians (Ukraine)",,7,78,Europe,Ukraine,Zaporizhia,Melitopolskyi,Melitopolska,Melitopol,46.8489,35.3653,1,"Liveuamap; 061.ua; Novoye Vremya Ukraine; 24 Channel","Local partner-New media","On 12 March 2022, a civil society activist in Melitopol, Zaporizhia, disappeared, likely due to an abduction by Russian forces. She is known for her pro-Ukrainian stance and active organization of the protests against Russian occupation.",0,1647984300,UKR
8914583,804,UKR53767,53767,"12 March 2022",2022,1,Protests,"Peaceful protest","Protesters (Ukraine)",,6,,,0,60,Europe,Ukraine,Zaporizhia,Melitopolskyi,Melitopolska,Melitopol,46.8489,35.3653,1,"Flot 2017; 061.ua; Segodnya; Liveuamap; 24 Channel; Unian; Novoye Vremya Ukraine","Local partner-New media","On 12 March 2022, around 2000 people protested in Melitopol, Zaporizhia, against the Russian occupation of the city and the Russian military aggression in Ukraine. They also demanded to release the mayor of the city who was kidnapped by Russian forces a day earlier. [size=around 2000]",0,1647984300,UKR
8914584,804,UKR53769,53769,"12 March 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Russia (2000-)",,8,"Civilians (Ukraine)",,7,78,Europe,Ukraine,Mykolaiv,Mykolaivskyi,Mykolaivska,Mykolaiv,46.9672,32.0183,1,"Segodnya; 24 Channel; Unian",National,"On 12 March 2022, Russian forces shelled Mykolaiv, hitting a cancer hospital and a boarding school. The city mayor informed that around 160 residential buildings were damaged. Casualties unknown.",0,1647984300,UKR
8914585,804,UKR53773,53773,"12 March 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Ukraine (2019-)",,1,"NAF: United Armed Forces of Novorossiya","Luhansk People's Militia",2,12,Europe,Ukraine,Luhansk,Alchevskyi,Kadiivska,Pervomaisk,48.6295,38.549,2,"Novoye Vremya Ukraine; LPR People's Militia Press Service",Other-National,"On 12 March 2022, Ukrainian military fired 122mm mortars at LPR positions near Pervomaisk, Luhansk. Casualties unknown.",0,1647984300,UKR
8914586,804,UKR53774,53774,"12 March 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Russia (2000-)",,8,,,0,80,Europe,Ukraine,Luhansk,Sievierodonetskyi,Rubizhanska,Rubizhne,49.0123,38.3797,1,"Liveuamap; Novoye Vremya Ukraine","Local partner-New media","On 12 March 2022, Russian forces shelled Rubizhne, Luhansk. Casualties unknown.",0,1647984300,UKR
8914587,804,UKR53775,53775,"12 March 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Ukraine (2019-)",,1,"Military Forces of Russia (2000-) Air Force",,8,18,Europe,Ukraine,Luhansk,Sievierodonetskyi,Rubizhanska,Rubizhne,49.0123,38.3797,2,"Liveuamap; Novoye Vremya Ukraine","Local partner-New media","On 12 March 2022, Ukrainian forces shot down a Russian plane near Rubizhne, Luhansk. Casualties unknown.",0,1647984300,UKR
8914588,804,UKR53776,53776,"12 March 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Russia (2000-)",,8,,,0,80,Europe,Ukraine,Luhansk,Sievierodonetskyi,Sievierodonetska,Severodonetsk,48.9467,38.4914,1,"24 Channel; Novoye Vremya Ukraine; Liveuamap","Local partner-New media","On 12 March 2022, Russian forces shelled Severodonetsk, Luhansk, using heavy weapons, including 'Grad' missiles. As a result of the shelling, residential buildings, schools and hospitals were damaged. Casualties unknown.",0,1647984300,UKR
8914589,804,UKR53783,53783,"12 March 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Russia (2000-)",,8,,,0,80,Europe,Ukraine,Kyiv,Obukhivskyi,Vasylkivska,Vasylkiv,50.1869,30.3135,1,"24 Channel; LIGA.net; Segodnya; Novoye Vremya Ukraine",National,"On 12 March 2022, Russian forces launched a missile attack on Vasylkiv, Kyiv, hitting an oil depot and the airport in the city. Casualties unknown.",0,1647984300,UKR
